가게이름,판매량,재고,가격,날짜,요일,카테고리,날씨,공휴일,계절
전라도 횟집,43,8,7500,2023-04-25 00:00:00,Tuesday,회,더움,0,봄
전라도 횟집,248,14,7500,2023-04-26 00:00:00,Wednesday,회,흐림,0,봄
전라도 횟집,43,3,7500,2023-04-27 00:00:00,Thursday,회,눈,0,봄
전라도 횟집,21,4,7500,2023-04-28 00:00:00,Friday,회,비,0,봄
전라도 횟집,245,18,7500,2023-04-29 00:00:00,Saturday,회,맑음,1,봄
전라도 횟집,102,12,7500,2023-04-30 00:00:00,Sunday,회,맑음,1,봄
전라도 횟집,432,23,7500,2023-05-01 00:00:00,Monday,회,비,0,봄
전라도 횟집,82,15,7500,2023-05-02 00:00:00,Tuesday,회,비,0,봄
전라도 횟집,118,20,7500,2023-05-03 00:00:00,Wednesday,회,더움,0,봄
전라도 횟집,173,28,7500,2023-05-04 00:00:00,Thursday,회,더움,0,봄
전라도 횟집,280,23,7500,2023-05-05 00:00:00,Friday,회,눈,0,봄
전라도 횟집,500,26,7500,2023-05-06 00:00:00,Saturday,회,맑음,1,봄
전라도 횟집,71,11,7500,2023-05-07 00:00:00,Sunday,회,맑음,1,봄
전라도 횟집,120,10,7500,2023-05-08 00:00:00,Monday,회,흐림,0,봄
전라도 횟집,123,11,7500,2023-05-09 00:00:00,Tuesday,회,맑음,0,봄
전라도 횟집,67,11,7500,2023-05-10 00:00:00,Wednesday,회,더움,0,봄
전라도 횟집,90,14,7500,2023-05-11 00:00:00,Thursday,회,눈,0,봄
전라도 횟집,535,27,7500,2023-05-12 00:00:00,Friday,회,맑음,0,봄
전라도 횟집,111,20,7500,2023-05-13 00:00:00,Saturday,회,비,1,봄
전라도 횟집,81,16,7500,2023-05-14 00:00:00,Sunday,회,눈,1,봄
전라도 횟집,102,19,7500,2023-05-15 00:00:00,Monday,회,맑음,0,봄
전라도 횟집,171,20,7500,2023-05-16 00:00:00,Tuesday,회,흐림,0,봄
전라도 횟집,120,18,7500,2023-05-17 00:00:00,Wednesday,회,흐림,0,봄
전라도 횟집,215,25,7500,2023-05-18 00:00:00,Thursday,회,맑음,0,봄
전라도 횟집,84,13,7500,2023-05-19 00:00:00,Friday,회,흐림,0,봄
전라도 횟집,129,17,7500,2023-05-20 00:00:00,Saturday,회,맑음,1,봄
전라도 횟집,15,1,7500,2023-05-21 00:00:00,Sunday,회,더움,1,봄
전라도 횟집,12,2,7500,2023-05-22 00:00:00,Monday,회,맑음,0,봄
전라도 횟집,103,9,7500,2023-05-23 00:00:00,Tuesday,회,비,0,봄
전라도 횟집,278,18,7500,2023-05-24 00:00:00,Wednesday,회,더움,0,봄
전라도 횟집,130,10,7500,2023-05-25 00:00:00,Thursday,회,더움,0,봄
전라도 횟집,109,16,7500,2023-05-26 00:00:00,Friday,회,흐림,0,봄
전라도 횟집,161,29,7500,2023-05-27 00:00:00,Saturday,회,흐림,1,봄
전라도 횟집,188,29,7500,2023-05-28 00:00:00,Sunday,회,비,1,봄
전라도 횟집,29,4,7500,2023-05-29 00:00:00,Monday,회,맑음,0,봄
전라도 횟집,72,7,7500,2023-05-30 00:00:00,Tuesday,회,맑음,0,봄
전라도 횟집,173,15,7500,2023-05-31 00:00:00,Wednesday,회,비,0,봄
전라도 횟집,93,14,7500,2023-06-01 00:00:00,Thursday,회,눈,0,여름
전라도 횟집,202,24,7500,2023-06-02 00:00:00,Friday,회,맑음,0,여름
전라도 횟집,170,17,7500,2023-06-03 00:00:00,Saturday,회,더움,1,여름
전라도 횟집,115,21,7500,2023-06-04 00:00:00,Sunday,회,더움,1,여름
전라도 횟집,341,19,7500,2023-06-05 00:00:00,Monday,회,더움,0,여름
전라도 횟집,5,1,7500,2023-06-06 00:00:00,Tuesday,회,흐림,0,여름
전라도 횟집,102,20,7500,2023-06-07 00:00:00,Wednesday,회,비,0,여름
전라도 횟집,220,30,7500,2023-06-08 00:00:00,Thursday,회,비,0,여름
전라도 횟집,8,1,7500,2023-06-09 00:00:00,Friday,회,흐림,0,여름
전라도 횟집,151,28,7500,2023-06-10 00:00:00,Saturday,회,눈,1,여름
전라도 횟집,206,22,7500,2023-06-11 00:00:00,Sunday,회,맑음,1,여름
전라도 횟집,151,15,7500,2023-06-12 00:00:00,Monday,회,더움,0,여름
전라도 횟집,51,7,7500,2023-06-13 00:00:00,Tuesday,회,눈,0,여름
전라도 횟집,206,12,7500,2023-06-14 00:00:00,Wednesday,회,비,0,여름
전라도 횟집,92,14,7500,2023-06-15 00:00:00,Thursday,회,흐림,0,여름
전라도 횟집,53,7,7500,2023-06-16 00:00:00,Friday,회,흐림,0,여름
전라도 횟집,29,5,7500,2023-06-17 00:00:00,Saturday,회,비,1,여름
전라도 횟집,251,19,7500,2023-06-18 00:00:00,Sunday,회,더움,1,여름
전라도 횟집,146,23,7500,2023-06-19 00:00:00,Monday,회,비,0,여름
전라도 횟집,252,25,7500,2023-06-20 00:00:00,Tuesday,회,흐림,0,여름
전라도 횟집,260,19,7500,2023-06-21 00:00:00,Wednesday,회,눈,0,여름
전라도 횟집,51,8,7500,2023-06-22 00:00:00,Thursday,회,비,0,여름
전라도 횟집,125,11,7500,2023-06-23 00:00:00,Friday,회,흐림,0,여름
전라도 횟집,358,27,7500,2023-06-24 00:00:00,Saturday,회,비,1,여름
전라도 횟집,87,17,7500,2023-06-25 00:00:00,Sunday,회,맑음,1,여름
전라도 횟집,171,18,7500,2023-06-26 00:00:00,Monday,회,눈,0,여름
전라도 횟집,82,16,7500,2023-06-27 00:00:00,Tuesday,회,비,0,여름
전라도 횟집,187,16,7500,2023-06-28 00:00:00,Wednesday,회,맑음,0,여름
전라도 횟집,109,21,7500,2023-06-29 00:00:00,Thursday,회,더움,0,여름
전라도 횟집,164,29,7500,2023-06-30 00:00:00,Friday,회,비,0,여름
전라도 횟집,185,28,7500,2023-07-01 00:00:00,Saturday,회,비,1,여름
전라도 횟집,61,9,7500,2023-07-02 00:00:00,Sunday,회,맑음,1,여름
전라도 횟집,49,3,7500,2023-07-03 00:00:00,Monday,회,비,0,여름
전라도 횟집,218,23,7500,2023-07-04 00:00:00,Tuesday,회,더움,0,여름
전라도 횟집,143,27,7500,2023-07-05 00:00:00,Wednesday,회,비,0,여름
전라도 횟집,113,10,7500,2023-07-06 00:00:00,Thursday,회,눈,0,여름
전라도 횟집,5,1,7500,2023-07-07 00:00:00,Friday,회,더움,0,여름
전라도 횟집,129,20,7500,2023-07-08 00:00:00,Saturday,회,흐림,1,여름
전라도 횟집,187,27,7500,2023-07-09 00:00:00,Sunday,회,흐림,1,여름
전라도 횟집,63,4,7500,2023-07-10 00:00:00,Monday,회,흐림,0,여름
전라도 횟집,357,24,7500,2023-07-11 00:00:00,Tuesday,회,맑음,0,여름
전라도 횟집,171,27,7500,2023-07-12 00:00:00,Wednesday,회,더움,0,여름
전라도 횟집,201,15,7500,2023-07-13 00:00:00,Thursday,회,비,0,여름
전라도 횟집,429,24,7500,2023-07-14 00:00:00,Friday,회,맑음,0,여름
전라도 횟집,282,26,7500,2023-07-15 00:00:00,Saturday,회,눈,1,여름
전라도 횟집,120,12,7500,2023-07-16 00:00:00,Sunday,회,맑음,1,여름
전라도 횟집,339,30,7500,2023-07-17 00:00:00,Monday,회,더움,0,여름
전라도 횟집,105,7,7500,2023-07-18 00:00:00,Tuesday,회,맑음,0,여름
전라도 횟집,71,14,7500,2023-07-19 00:00:00,Wednesday,회,흐림,0,여름
전라도 횟집,98,9,7500,2023-07-20 00:00:00,Thursday,회,더움,0,여름
전라도 횟집,115,21,7500,2023-07-21 00:00:00,Friday,회,흐림,0,여름
전라도 횟집,12,2,7500,2023-07-22 00:00:00,Saturday,회,흐림,1,여름
전라도 횟집,10,2,7500,2023-07-23 00:00:00,Sunday,회,흐림,1,여름
전라도 횟집,19,2,7500,2023-07-24 00:00:00,Monday,회,눈,0,여름
전라도 횟집,151,19,7500,2023-07-25 00:00:00,Tuesday,회,눈,0,여름
전라도 횟집,6,1,7500,2023-07-26 00:00:00,Wednesday,회,맑음,0,여름
전라도 횟집,37,6,7500,2023-07-27 00:00:00,Thursday,회,맑음,0,여름
전라도 횟집,155,12,7500,2023-07-28 00:00:00,Friday,회,더움,0,여름
전라도 횟집,278,30,7500,2023-07-29 00:00:00,Saturday,회,맑음,1,여름
전라도 횟집,26,2,7500,2023-07-30 00:00:00,Sunday,회,더움,1,여름
전라도 횟집,10,2,7500,2023-07-31 00:00:00,Monday,회,맑음,0,여름
전라도 횟집,150,14,7500,2023-08-01 00:00:00,Tuesday,회,비,0,여름
전라도 횟집,148,24,7500,2023-08-02 00:00:00,Wednesday,회,비,0,여름
전라도 횟집,187,20,7500,2023-08-03 00:00:00,Thursday,회,흐림,0,여름
전라도 횟집,44,3,7500,2023-08-04 00:00:00,Friday,회,더움,0,여름
전라도 횟집,266,24,7500,2023-08-05 00:00:00,Saturday,회,비,1,여름
전라도 횟집,149,8,7500,2023-08-06 00:00:00,Sunday,회,흐림,1,여름
전라도 횟집,88,10,7500,2023-08-07 00:00:00,Monday,회,눈,0,여름
전라도 횟집,307,21,7500,2023-08-08 00:00:00,Tuesday,회,흐림,0,여름
전라도 횟집,120,23,7500,2023-08-09 00:00:00,Wednesday,회,흐림,0,여름
전라도 횟집,160,21,7500,2023-08-10 00:00:00,Thursday,회,더움,0,여름
전라도 횟집,97,15,7500,2023-08-11 00:00:00,Friday,회,흐림,0,여름
전라도 횟집,35,6,7500,2023-08-12 00:00:00,Saturday,회,더움,1,여름
전라도 횟집,103,18,7500,2023-08-13 00:00:00,Sunday,회,맑음,1,여름
전라도 횟집,18,1,7500,2023-08-14 00:00:00,Monday,회,비,0,여름
전라도 횟집,325,20,7500,2023-08-15 00:00:00,Tuesday,회,비,0,여름
전라도 횟집,40,7,7500,2023-08-16 00:00:00,Wednesday,회,비,0,여름
전라도 횟집,147,10,7500,2023-08-17 00:00:00,Thursday,회,흐림,0,여름
전라도 횟집,104,20,7500,2023-08-18 00:00:00,Friday,회,더움,0,여름
전라도 횟집,9,1,7500,2023-08-19 00:00:00,Saturday,회,비,1,여름
전라도 횟집,214,17,7500,2023-08-20 00:00:00,Sunday,회,흐림,1,여름
전라도 횟집,196,27,7500,2023-08-21 00:00:00,Monday,회,눈,0,여름
전라도 횟집,52,9,7500,2023-08-22 00:00:00,Tuesday,회,눈,0,여름
전라도 횟집,66,12,7500,2023-08-23 00:00:00,Wednesday,회,흐림,0,여름
전라도 횟집,98,19,7500,2023-08-24 00:00:00,Thursday,회,맑음,0,여름
전라도 횟집,289,29,7500,2023-08-25 00:00:00,Friday,회,맑음,0,여름
전라도 횟집,47,9,7500,2023-08-26 00:00:00,Saturday,회,눈,1,여름
전라도 횟집,235,12,7500,2023-08-27 00:00:00,Sunday,회,더움,1,여름
전라도 횟집,161,25,7500,2023-08-28 00:00:00,Monday,회,더움,0,여름
전라도 횟집,189,26,7500,2023-08-29 00:00:00,Tuesday,회,더움,0,여름
전라도 횟집,67,9,7500,2023-08-30 00:00:00,Wednesday,회,비,0,여름
전라도 횟집,118,23,7500,2023-08-31 00:00:00,Thursday,회,눈,0,여름
전라도 횟집,32,5,7500,2023-09-01 00:00:00,Friday,회,눈,0,가을
전라도 횟집,61,9,7500,2023-09-02 00:00:00,Saturday,회,더움,1,가을
전라도 횟집,246,29,7500,2023-09-03 00:00:00,Sunday,회,맑음,1,가을
전라도 횟집,318,23,7500,2023-09-04 00:00:00,Monday,회,눈,0,가을
전라도 횟집,94,15,7500,2023-09-05 00:00:00,Tuesday,회,비,0,가을
전라도 횟집,44,8,7500,2023-09-06 00:00:00,Wednesday,회,눈,0,가을
전라도 횟집,155,29,7500,2023-09-07 00:00:00,Thursday,회,더움,0,가을
전라도 횟집,158,11,7500,2023-09-08 00:00:00,Friday,회,더움,0,가을
전라도 횟집,234,13,7500,2023-09-09 00:00:00,Saturday,회,맑음,1,가을
전라도 횟집,12,1,7500,2023-09-10 00:00:00,Sunday,회,눈,1,가을
전라도 횟집,147,24,7500,2023-09-11 00:00:00,Monday,회,비,0,가을
전라도 횟집,417,24,7500,2023-09-12 00:00:00,Tuesday,회,맑음,0,가을
전라도 횟집,174,19,7500,2023-09-13 00:00:00,Wednesday,회,흐림,0,가을
전라도 횟집,59,11,7500,2023-09-14 00:00:00,Thursday,회,흐림,0,가을
전라도 횟집,86,16,7500,2023-09-15 00:00:00,Friday,회,흐림,0,가을
전라도 횟집,111,21,7500,2023-09-16 00:00:00,Saturday,회,흐림,1,가을
전라도 횟집,20,3,7500,2023-09-17 00:00:00,Sunday,회,비,1,가을
전라도 횟집,35,3,7500,2023-09-18 00:00:00,Monday,회,비,0,가을
전라도 횟집,215,22,7500,2023-09-19 00:00:00,Tuesday,회,흐림,0,가을
전라도 횟집,99,12,7500,2023-09-20 00:00:00,Wednesday,회,더움,0,가을
전라도 횟집,63,12,7500,2023-09-21 00:00:00,Thursday,회,비,0,가을
전라도 횟집,106,17,7500,2023-09-22 00:00:00,Friday,회,맑음,0,가을
전라도 횟집,62,11,7500,2023-09-23 00:00:00,Saturday,회,흐림,1,가을
전라도 횟집,302,20,7500,2023-09-24 00:00:00,Sunday,회,비,1,가을
전라도 횟집,204,12,7500,2023-09-25 00:00:00,Monday,회,맑음,0,가을
전라도 횟집,110,18,7500,2023-09-26 00:00:00,Tuesday,회,흐림,0,가을
전라도 횟집,174,29,7500,2023-09-27 00:00:00,Wednesday,회,눈,0,가을
전라도 횟집,150,26,7500,2023-09-28 00:00:00,Thursday,회,비,0,가을
전라도 횟집,185,25,7500,2023-09-29 00:00:00,Friday,회,비,0,가을
전라도 횟집,119,20,7500,2023-09-30 00:00:00,Saturday,회,눈,1,가을
전라도 횟집,154,30,7500,2023-10-01 00:00:00,Sunday,회,흐림,1,가을
전라도 횟집,113,11,7500,2023-10-02 00:00:00,Monday,회,맑음,0,가을
전라도 횟집,285,29,7500,2023-10-03 00:00:00,Tuesday,회,더움,0,가을
전라도 횟집,17,3,7500,2023-10-04 00:00:00,Wednesday,회,흐림,0,가을
전라도 횟집,291,30,7500,2023-10-05 00:00:00,Thursday,회,비,0,가을
전라도 횟집,52,5,7500,2023-10-06 00:00:00,Friday,회,눈,0,가을
전라도 횟집,143,8,7500,2023-10-07 00:00:00,Saturday,회,비,1,가을
전라도 횟집,101,20,7500,2023-10-08 00:00:00,Sunday,회,눈,1,가을
전라도 횟집,11,1,7500,2023-10-09 00:00:00,Monday,회,맑음,0,가을
전라도 횟집,173,15,7500,2023-10-10 00:00:00,Tuesday,회,눈,0,가을
전라도 횟집,36,6,7500,2023-10-11 00:00:00,Wednesday,회,더움,0,가을
전라도 횟집,144,13,7500,2023-10-12 00:00:00,Thursday,회,비,0,가을
전라도 횟집,94,6,7500,2023-10-13 00:00:00,Friday,회,비,0,가을
전라도 횟집,90,12,7500,2023-10-14 00:00:00,Saturday,회,맑음,1,가을
전라도 횟집,101,16,7500,2023-10-15 00:00:00,Sunday,회,흐림,1,가을
전라도 횟집,63,9,7500,2023-10-16 00:00:00,Monday,회,눈,0,가을
전라도 횟집,290,24,7500,2023-10-17 00:00:00,Tuesday,회,맑음,0,가을
전라도 횟집,229,30,7500,2023-10-18 00:00:00,Wednesday,회,맑음,0,가을
전라도 횟집,135,15,7500,2023-10-19 00:00:00,Thursday,회,맑음,0,가을
전라도 횟집,28,4,7500,2023-10-20 00:00:00,Friday,회,더움,0,가을
전라도 횟집,27,3,7500,2023-10-21 00:00:00,Saturday,회,흐림,1,가을
전라도 횟집,71,13,7500,2023-10-22 00:00:00,Sunday,회,맑음,1,가을
전라도 횟집,133,22,7500,2023-10-23 00:00:00,Monday,회,눈,0,가을
전라도 횟집,522,28,7500,2023-10-24 00:00:00,Tuesday,회,눈,0,가을
전라도 횟집,55,5,7500,2023-10-25 00:00:00,Wednesday,회,흐림,0,가을
전라도 횟집,187,22,7500,2023-10-26 00:00:00,Thursday,회,더움,0,가을
전라도 횟집,264,20,7500,2023-10-27 00:00:00,Friday,회,더움,0,가을
전라도 횟집,207,24,7500,2023-10-28 00:00:00,Saturday,회,흐림,1,가을
전라도 횟집,30,6,7500,2023-10-29 00:00:00,Sunday,회,눈,1,가을
전라도 횟집,108,20,7500,2023-10-30 00:00:00,Monday,회,흐림,0,가을
전라도 횟집,183,11,7500,2023-10-31 00:00:00,Tuesday,회,비,0,가을
전라도 횟집,236,26,7500,2023-11-01 00:00:00,Wednesday,회,비,0,가을
전라도 횟집,170,26,7500,2023-11-02 00:00:00,Thursday,회,눈,0,가을
전라도 횟집,94,18,7500,2023-11-03 00:00:00,Friday,회,흐림,0,가을
전라도 횟집,121,22,7500,2023-11-04 00:00:00,Saturday,회,비,1,가을
전라도 횟집,100,17,7500,2023-11-05 00:00:00,Sunday,회,더움,1,가을
전라도 횟집,72,5,7500,2023-11-06 00:00:00,Monday,회,맑음,0,가을
전라도 횟집,61,12,7500,2023-11-07 00:00:00,Tuesday,회,비,0,가을
전라도 횟집,155,16,7500,2023-11-08 00:00:00,Wednesday,회,맑음,0,가을
전라도 횟집,36,7,7500,2023-11-09 00:00:00,Thursday,회,맑음,0,가을
전라도 횟집,165,16,7500,2023-11-10 00:00:00,Friday,회,눈,0,가을
전라도 횟집,11,2,7500,2023-11-11 00:00:00,Saturday,회,비,1,가을
전라도 횟집,29,3,7500,2023-11-12 00:00:00,Sunday,회,맑음,1,가을
전라도 횟집,194,21,7500,2023-11-13 00:00:00,Monday,회,맑음,0,가을
전라도 횟집,201,28,7500,2023-11-14 00:00:00,Tuesday,회,눈,0,가을
전라도 횟집,342,18,7500,2023-11-15 00:00:00,Wednesday,회,맑음,0,가을
전라도 횟집,241,17,7500,2023-11-16 00:00:00,Thursday,회,더움,0,가을
전라도 횟집,262,30,7500,2023-11-17 00:00:00,Friday,회,맑음,0,가을
전라도 횟집,28,3,7500,2023-11-18 00:00:00,Saturday,회,더움,1,가을
전라도 횟집,55,4,7500,2023-11-19 00:00:00,Sunday,회,비,1,가을
전라도 횟집,42,5,7500,2023-11-20 00:00:00,Monday,회,비,0,가을
전라도 횟집,234,27,7500,2023-11-21 00:00:00,Tuesday,회,비,0,가을
전라도 횟집,411,23,7500,2023-11-22 00:00:00,Wednesday,회,더움,0,가을
전라도 횟집,322,21,7500,2023-11-23 00:00:00,Thursday,회,비,0,가을
전라도 횟집,234,22,7500,2023-11-24 00:00:00,Friday,회,눈,0,가을
전라도 횟집,109,9,7500,2023-11-25 00:00:00,Saturday,회,맑음,1,가을
전라도 횟집,58,10,7500,2023-11-26 00:00:00,Sunday,회,더움,1,가을
전라도 횟집,136,20,7500,2023-11-27 00:00:00,Monday,회,눈,0,가을
전라도 횟집,11,1,7500,2023-11-28 00:00:00,Tuesday,회,눈,0,가을
전라도 횟집,124,14,7500,2023-11-29 00:00:00,Wednesday,회,비,0,가을
전라도 횟집,165,19,7500,2023-11-30 00:00:00,Thursday,회,맑음,0,가을
전라도 횟집,351,19,7500,2023-12-01 00:00:00,Friday,회,눈,0,겨울
전라도 횟집,76,15,7500,2023-12-02 00:00:00,Saturday,회,흐림,1,겨울
전라도 횟집,174,22,7500,2023-12-03 00:00:00,Sunday,회,눈,1,겨울
전라도 횟집,141,14,7500,2023-12-04 00:00:00,Monday,회,비,0,겨울
전라도 횟집,187,16,7500,2023-12-05 00:00:00,Tuesday,회,비,0,겨울
전라도 횟집,157,14,7500,2023-12-06 00:00:00,Wednesday,회,더움,0,겨울
전라도 횟집,166,23,7500,2023-12-07 00:00:00,Thursday,회,눈,0,겨울
전라도 횟집,72,14,7500,2023-12-08 00:00:00,Friday,회,더움,0,겨울
전라도 횟집,388,23,7500,2023-12-09 00:00:00,Saturday,회,흐림,1,겨울
전라도 횟집,150,25,7500,2023-12-10 00:00:00,Sunday,회,눈,1,겨울
전라도 횟집,18,1,7500,2023-12-11 00:00:00,Monday,회,더움,0,겨울
전라도 횟집,57,9,7500,2023-12-12 00:00:00,Tuesday,회,더움,0,겨울
전라도 횟집,223,27,7500,2023-12-13 00:00:00,Wednesday,회,맑음,0,겨울
전라도 횟집,108,19,7500,2023-12-14 00:00:00,Thursday,회,비,0,겨울
전라도 횟집,28,2,7500,2023-12-15 00:00:00,Friday,회,눈,0,겨울
전라도 횟집,125,19,7500,2023-12-16 00:00:00,Saturday,회,흐림,1,겨울
전라도 횟집,64,9,7500,2023-12-17 00:00:00,Sunday,회,눈,1,겨울
전라도 횟집,30,4,7500,2023-12-18 00:00:00,Monday,회,흐림,0,겨울
전라도 횟집,179,18,7500,2023-12-19 00:00:00,Tuesday,회,눈,0,겨울
전라도 횟집,127,20,7500,2023-12-20 00:00:00,Wednesday,회,눈,0,겨울
전라도 횟집,211,26,7500,2023-12-21 00:00:00,Thursday,회,눈,0,겨울
전라도 횟집,92,13,7500,2023-12-22 00:00:00,Friday,회,더움,0,겨울
전라도 횟집,181,10,7500,2023-12-23 00:00:00,Saturday,회,눈,1,겨울
전라도 횟집,132,26,7500,2023-12-24 00:00:00,Sunday,회,더움,1,겨울
전라도 횟집,77,9,7500,2023-12-25 00:00:00,Monday,회,맑음,0,겨울
전라도 횟집,413,29,7500,2023-12-26 00:00:00,Tuesday,회,흐림,0,겨울
전라도 횟집,65,10,7500,2023-12-27 00:00:00,Wednesday,회,맑음,0,겨울
전라도 횟집,37,6,7500,2023-12-28 00:00:00,Thursday,회,비,0,겨울
전라도 횟집,113,20,7500,2023-12-29 00:00:00,Friday,회,눈,0,겨울
전라도 횟집,149,21,7500,2023-12-30 00:00:00,Saturday,회,더움,1,겨울
전라도 횟집,71,11,7500,2023-12-31 00:00:00,Sunday,회,더움,1,겨울
영덕회식당,20,4,12000,2023-01-01 00:00:00,Sunday,회,비,1,겨울
영덕회식당,105,6,12000,2023-01-02 00:00:00,Monday,회,비,0,겨울
영덕회식당,99,11,12000,2023-01-03 00:00:00,Tuesday,회,흐림,0,겨울
영덕회식당,134,21,12000,2023-01-04 00:00:00,Wednesday,회,맑음,0,겨울
영덕회식당,342,21,12000,2023-01-05 00:00:00,Thursday,회,비,0,겨울
영덕회식당,98,16,12000,2023-01-06 00:00:00,Friday,회,더움,0,겨울
영덕회식당,329,29,12000,2023-01-07 00:00:00,Saturday,회,흐림,1,겨울
영덕회식당,106,8,12000,2023-01-08 00:00:00,Sunday,회,맑음,1,겨울
영덕회식당,245,27,12000,2023-01-09 00:00:00,Monday,회,맑음,0,겨울
영덕회식당,107,18,12000,2023-01-10 00:00:00,Tuesday,회,눈,0,겨울
영덕회식당,84,15,12000,2023-01-11 00:00:00,Wednesday,회,비,0,겨울
영덕회식당,245,27,12000,2023-01-12 00:00:00,Thursday,회,비,0,겨울
영덕회식당,260,29,12000,2023-01-13 00:00:00,Friday,회,맑음,0,겨울
영덕회식당,185,20,12000,2023-01-14 00:00:00,Saturday,회,맑음,1,겨울
영덕회식당,194,15,12000,2023-01-15 00:00:00,Sunday,회,흐림,1,겨울
영덕회식당,111,19,12000,2023-01-16 00:00:00,Monday,회,비,0,겨울
영덕회식당,154,29,12000,2023-01-17 00:00:00,Tuesday,회,눈,0,겨울
영덕회식당,243,30,12000,2023-01-18 00:00:00,Wednesday,회,더움,0,겨울
영덕회식당,56,9,12000,2023-01-19 00:00:00,Thursday,회,비,0,겨울
영덕회식당,130,24,12000,2023-01-20 00:00:00,Friday,회,비,0,겨울
영덕회식당,150,18,12000,2023-01-21 00:00:00,Saturday,회,비,1,겨울
영덕회식당,91,18,12000,2023-01-22 00:00:00,Sunday,회,비,1,겨울
영덕회식당,191,26,12000,2023-01-23 00:00:00,Monday,회,비,0,겨울
영덕회식당,7,1,12000,2023-01-24 00:00:00,Tuesday,회,흐림,0,겨울
영덕회식당,41,8,12000,2023-01-25 00:00:00,Wednesday,회,더움,0,겨울
영덕회식당,161,19,12000,2023-01-26 00:00:00,Thursday,회,흐림,0,겨울
영덕회식당,133,26,12000,2023-01-27 00:00:00,Friday,회,비,0,겨울
영덕회식당,21,4,12000,2023-01-28 00:00:00,Saturday,회,흐림,1,겨울
영덕회식당,71,13,12000,2023-01-29 00:00:00,Sunday,회,흐림,1,겨울
영덕회식당,47,7,12000,2023-01-30 00:00:00,Monday,회,흐림,0,겨울
영덕회식당,265,24,12000,2023-01-31 00:00:00,Tuesday,회,맑음,0,겨울
영덕회식당,40,4,12000,2023-02-01 00:00:00,Wednesday,회,눈,0,겨울
영덕회식당,77,11,12000,2023-02-02 00:00:00,Thursday,회,비,0,겨울
영덕회식당,59,8,12000,2023-02-03 00:00:00,Friday,회,더움,0,겨울
영덕회식당,74,13,12000,2023-02-04 00:00:00,Saturday,회,맑음,1,겨울
영덕회식당,234,28,12000,2023-02-05 00:00:00,Sunday,회,맑음,1,겨울
영덕회식당,72,8,12000,2023-02-06 00:00:00,Monday,회,비,0,겨울
영덕회식당,10,2,12000,2023-02-07 00:00:00,Tuesday,회,흐림,0,겨울
영덕회식당,40,8,12000,2023-02-08 00:00:00,Wednesday,회,비,0,겨울
영덕회식당,52,9,12000,2023-02-09 00:00:00,Thursday,회,비,0,겨울
영덕회식당,408,24,12000,2023-02-10 00:00:00,Friday,회,더움,0,겨울
영덕회식당,164,22,12000,2023-02-11 00:00:00,Saturday,회,더움,1,겨울
영덕회식당,22,2,12000,2023-02-12 00:00:00,Sunday,회,눈,1,겨울
영덕회식당,84,10,12000,2023-02-13 00:00:00,Monday,회,흐림,0,겨울
영덕회식당,265,25,12000,2023-02-14 00:00:00,Tuesday,회,맑음,0,겨울
영덕회식당,252,19,12000,2023-02-15 00:00:00,Wednesday,회,눈,0,겨울
영덕회식당,69,8,12000,2023-02-16 00:00:00,Thursday,회,맑음,0,겨울
영덕회식당,285,17,12000,2023-02-17 00:00:00,Friday,회,더움,0,겨울
영덕회식당,142,17,12000,2023-02-18 00:00:00,Saturday,회,흐림,1,겨울
영덕회식당,100,13,12000,2023-02-19 00:00:00,Sunday,회,비,1,겨울
영덕회식당,64,6,12000,2023-02-20 00:00:00,Monday,회,눈,0,겨울
영덕회식당,361,19,12000,2023-02-21 00:00:00,Tuesday,회,눈,0,겨울
영덕회식당,209,26,12000,2023-02-22 00:00:00,Wednesday,회,더움,0,겨울
영덕회식당,151,24,12000,2023-02-23 00:00:00,Thursday,회,더움,0,겨울
영덕회식당,223,27,12000,2023-02-24 00:00:00,Friday,회,더움,0,겨울
영덕회식당,62,9,12000,2023-02-25 00:00:00,Saturday,회,눈,1,겨울
영덕회식당,8,1,12000,2023-02-26 00:00:00,Sunday,회,눈,1,겨울
영덕회식당,171,30,12000,2023-02-27 00:00:00,Monday,회,눈,0,겨울
영덕회식당,57,5,12000,2023-02-28 00:00:00,Tuesday,회,비,0,겨울
영덕회식당,45,9,12000,2023-03-01 00:00:00,Wednesday,회,흐림,0,봄
영덕회식당,133,14,12000,2023-03-02 00:00:00,Thursday,회,더움,0,봄
영덕회식당,136,27,12000,2023-03-03 00:00:00,Friday,회,눈,0,봄
영덕회식당,227,16,12000,2023-03-04 00:00:00,Saturday,회,비,1,봄
영덕회식당,296,25,12000,2023-03-05 00:00:00,Sunday,회,비,1,봄
영덕회식당,163,15,12000,2023-03-06 00:00:00,Monday,회,눈,0,봄
영덕회식당,342,26,12000,2023-03-07 00:00:00,Tuesday,회,비,0,봄
영덕회식당,63,10,12000,2023-03-08 00:00:00,Wednesday,회,더움,0,봄
영덕회식당,302,29,12000,2023-03-09 00:00:00,Thursday,회,눈,0,봄
영덕회식당,192,27,12000,2023-03-10 00:00:00,Friday,회,흐림,0,봄
영덕회식당,151,18,12000,2023-03-11 00:00:00,Saturday,회,흐림,1,봄
영덕회식당,180,21,12000,2023-03-12 00:00:00,Sunday,회,비,1,봄
영덕회식당,26,5,12000,2023-03-13 00:00:00,Monday,회,더움,0,봄
